Day,Weight,Weight Gain,Pd,Ld,ME Intake,Feed Intake,SID Lys,Maintenance ME,PBT,Gender
1,21.203143458832848,0.646942557074838,47.94143091701463,123.900225245648,3286.418255269182,0.0,0,1231.1369819525937,-2.082289988875587,gilt
2,21.854522993332598,0.6513795344997485,48.097935725488085,128.02474982929584,3362.1810333001117,0.0,0,1253.6924927135587,-1.6919048633616103,gilt
1,21.463736663337194,553.9075964473924,50.06707970803115,124.73940539328778,3328.412248205536,0.6962477239990813,0,1240.193426207224,-2.0787334124785715,barrow
2,22.023693164609565,559.9565012723704,50.231531402306466,129.2085556152825,3405.3242050794775,0.7201137245909753,0,1259.5062149833159,-1.6923264128213173,barrow
1,21.07920268039064,537.380586246446,44.77545978360394,117.90789907810489,3173.7390598951756,0.9283186750193388,0,1226.8140299687523,-2.1004198884810164,male
2,21.621706251296434,542.5035709057929,44.92185591868137,121.19017738346571,3235.1590557862924,0.9462840238174904,0,1245.6619647867692,-1.7295037793401267,male
